,ProjectID,RequirementText,Class
471,138,"['normal', 'user', 'read', 'information', 'not', 'edit', 'modify', 'personal', 'information']",SE
472,138,"['system', 'different', 'type', 'user', 'user', 'access', 'constraint']",SE
473,138,"['customer', 'valid', 'login', 'would', 'enter', 'site']",SE
474,140,"['system', 'expect', 'reasonable', 'short', 'time', 'response', 'voter', 'able', 'login', 'able', 'response', 'request', 'second']",PE
475,140,"['datum', 'transaction', 'client', 'server', 'encrypt', 'ssl', 'technology']",SE
476,140,"['password', 'generate', 'accept', 'store', 'database', 'encrypted', 'form']",SE
477,140,"['prevent', 'attack', 'system', 'generate', 'random', 'word', 'ask', 'user', 'enter', 'correctly', 'multiple', 'trying']",SE
478,140,"['system', 'warn', 'eca', 'user', 'malfunction', 'system']",FT
479,140,"['system', 'simple', 'use']",LF
480,143,"['user', 'system', 'shall', 'login', 'form', 'unique', 'identification']",SE
481,143,"['login', 'attempt', 'shall', 'secure', 'manner']",SE
482,143,"['system', 'shall', 'compatible', 'microsoft', 'window', 'operate', 'system']",O
483,145,"['web', 'application', 'shall', 'add', 'no', 'second', 'perceivable', 'overhead', 'time', 'necessary', 'web', 'database', 'transaction', 'time']",PE
484,145,"['system', 'shall', 'utilize', 'https', 'communication', 'ensure', 'datum', 'confidentiality']",SE
485,145,"['user', 'authentication', 'privilege', 'define', 'outside', 'scope', 'system', 'microsoft', 'active', 'directory', 'server']",SE
486,145,"['personal', 'information', 'security', 'define', 'outside', 'scope', 'sdms', 'database', 'server']",SE
487,145,"['user', 'shall', 'require', 'log', 'system', 'operation', 'operation', 'login', 'page']",SE
488,145,"['system', 'shall', 'run', 'windows', 'server']",PO
489,145,"['system', 'shall', 'compatible', 'iis6.0', 'apache']",PO
490,146,"['system', 'shall', 'provide', 'uniform', 'look', 'feel', 'web', 'page']",LF
491,146,"['system', 'shall', 'provide', 'digital', 'image', 'product', 'product', 'catalog']",US
492,146,"['system', 'shall', 'provide', 'use', 'icon', 'toolbar']",US
493,146,"['system', 'shall', 'provide', 'handicap', 'access']",US
494,146,"['system', 'shall', 'provide', 'multi', 'language', 'support']",US
495,146,"['system', 'shall', 'provide', 'contractual', 'agreement', 'internet', 'service', 'provider', 't3', 'access', 'availability']",A
496,146,"['system', 'shall', 'provide', 'contractual', 'agreement', 'internet', 'service', 'provider', 'provide', 'availability', 'network', 'facility', 'internet']",A
497,146,"['product', 'shall', 'base', 'web', 'run', 'web', 'server']",O
498,146,"['product', 'shall', 'initial', 'load', 'time', 'depend', 'internet', 'connection', 'strength', 'depend', 'medium', 'product', 'run']",PE
499,146,"['performance', 'shall', 'depend', 'hardware', 'component', 'client', 'customer']",PE
500,146,"['system', 'shall', 'use', 'secure', 'socket', 'transaction', 'include', 'confidential', 'customer', 'information']",SE
501,146,"['system', 'shall', 'automatically', 'log', 'customer', 'period', 'inactivity']",SE
502,146,"['system', 'shall', 'confirm', 'transaction', 'customer', 'web', 'browser']",US
503,146,"['system', 'shall', 'not', 'leave', 'cookie', 'customer', 'computer', 'contain', 'user', 'password']",SE
504,146,"['system', 'shall', 'not', 'leave', 'cookie', 'customer', 'computer', 'contain', 'user', 'confidential', 'information']",SE
505,146,"['customer', 'web', 'browser', 'shall', 'display', 'customer', 'password', 'shall', 'echo', 'special', 'character', 'represent', 'type', 'character']",SE
506,146,"['customer', 'web', 'browser', 'shall', 'display', 'customer', 'credit', 'card', 'number', 'retrieve', 'database', 'shall', 'show', 'digit', 'credit', 'card', 'number']",SE
507,146,"['system', 'end', 'server', 'shall', 'display', 'customer', 'password', 'customer', 'password', 'reset', 'show']",SE
508,146,"['system', 'end', 'database', 'shall', 'encrypt']",SE
509,147,"['system', 'use', 'single', 'password', 'user', 'login', 'e', 'store', 'system']",SE
510,147,"['system', 'shall', 'use', 'secure', 'socket', 'layer', 'ssl', 'technology', 'ensure', 'payment', 'online', 'user', 'login', 'secure']",SE
511,148,"['page', 'application', 'not', 'second', 'load', 'dsl', 'broadband', 'connection']",PE
512,148,"['system', 'throttle', 'slow', 'heavy', 'load', 'ensure', 'service', 'everybody', 'throttling', 'mean', 'certain', 'functionality', 'unavailable', 'heavy', 'server', 'load']",PE
513,148,"['application', 'able', 'support', 'concurrent', 'user', 'performance', 'degradation']",PE
514,148,"['system', 'able', 'scale', 'concurrent', 'user', 'need', 'future', 'instal', 'additional', 'hardware', 'component']",SC
515,148,"['mtbf', 'not', 'month']",A
516,148,"['secure', 'server', 'require', 'ensure', 'confidentiality', 'customer', 'credit', 'card', 'detail']",SE
517,148,"['user', 'interface', 'system', 'user', 'friendly']",US
518,148,"['not', 'second', 'new', 'user', 'register', 'account']",US
519,148,"['not', 'second', 'register', 'user', 'place', 'order']",US
520,148,"['system', 'easy', 'maintain', 'manual', 'hour', 'training']",MN
521,148,"['system', 'portable', 'operating', 'environment']",PO
522,149,"['entire', 'website', 'user', 'friendly', 'easily', 'navigable', 'website', 'provide', 'site', 'map', 'quick', 'access', 'particular', 'link', 'accord', 'requirement', 'specification', 'user', 'able', 'find', 'want', 'site', 'difficulty', 'website', 'adhere', 'brand', 'scheme', 'layout', 'web', 'page', 'uniform']",US
523,149,"['system', 'shall', 'support', 'simultaneous', 'user', 'central', 'database', 'give', 'time', 'simultaneous', 'user', 'local', 'server', 'time', 'performance', 'website', 'optimal', 'case', 'huge', 'load', 'appropriate', 'load', 'balancing', 'achieve', 'number', 'mirror', 'server', 'readily', 'available', 'case', 'huge', 'load', 'user', 'get', 'delay']",PE
524,149,"['website', 'provide', 'high', 'degree', 'security', 'register', 'user', 'transaction', 'secure', 'sensitive', 'information', 'pass', 'website', 'secure', 'identity', 'theft', 'security', 'relate', 'issue', 'solve', 'unauthorized', 'transmission', 'sensitive', 'information', 'user', 'party', 'website', 'reference', 'avoid', 'basis', 'user', 'agreement', 'information', 'process', 'information', 'register', 'user', 'securely', 'store', 'central', 'database']",SE
